taxa,prop_generalist,n_host_families,n_host_species
Paradaemonia,0,1,1
Paradarisa,1,1,3
Paradetis,0,1,1
Paradiarsia,0.75,12,12
Paradichelia,1,4,4
Paradiopa,0,1,1
Paradirphia,0.6,11,13
Paradoxus,0,1,1
Paradrina,0.5,4,5
Paraepermenia,0,1,1
Parafomoria,0.25,4,7
Paragathia,0,1,1
Paraglossa,0,1,1
Paragonia,0,1,1
Paragrodiaetus,0,1,1
Parahyponomeuta,1,1,2
Parahypopta,0,1,1
Paralebeda,0.75,12,13
Paralebeda?,1,2,2
Paralethe,1,1,2
Paraleucoptera,0.6666666666666666,3,12
Paralida,0,2,2
Paralipsa,1,26,29
Parallelia,1,3,5
Paralobesia,0.5,2,12
Paralucia,0,3,3
Paramidea,1,2,24
Paramimus,1,1,2
Parantica,0.8888888888888888,11,47
Parapamea,0,1,1
Parapammene,0,8,8
Parapediasia,1,2,4
Paraplatyptilia,0,1,1
Parapodia,1,1,2
Parapoynx,0.75,48,55
Parapsestis,0,1,1
Paraptychodes,1,5,5
Pararge,0.6666666666666666,4,16
Pararguda,0,1,1
Pararrhaptica,0,3,3
Parasa,0.6666666666666666,137,221
Parasa?,0,1,1
Parasarpa,0,1,1
Parascotia,0,2,2
Parastichtis,1,3,7
Paraswammerdamia,0.3333333333333333,7,11
Parasyndemis,0,1,1
Paratalanta,0.5,8,13
Parategeticula,0,1,1
Parathemis,0.5,4,4
Paratisiphone,0,1,1
Paratorna,0,1,1
Paratrea,1,4,7
Paratrytone,1,2,6
Pardasena,1,8,10
Pardasena?,0,1,1
Pardomima,0,1,1
Pardopsis,1,2,2
Pareclipsis,0,1,1
Parectopa,0.32142857142857145,29,41
Parectropis,1,3,4
Parepione,1,1,2
Parepisparis,0,1,1
Pareronia,0,4,4
Parerupa,0,1,1
Pareulype,0,1,1
Pariambia,1,1,3
Paridnea,0,1,1
Parietaria,0,1,1
Parnara,0.5,9,24
Parochromolopis,0,1,1
Paropta,0.6666666666666666,10,11
Parornix,0.32558139534883723,46,74
Parosmodes,1,2,4
Parotis,0.42857142857142855,24,42
Paroxyplax,0,1,1
Parphorus,0,1,1
Parrhasius,1,7,9
Parthenos,0.5,3,4
Parum,0,1,1
Passova,0,2,2
Pataeta,1,1,6
Patagonia,1,1,2
Patagoniodes,0,1,1
Patalene,1,4,5
Patania,0,1,1
Patna,0,2,2
Paucivena,0,1,1
Pavonia,0,1,1
Pebops,0,1,1
Pechipogo,0,1,1
Pectinarosa,0,1,1
Pectinivalva,0.5,2,5
Pectinophora,0.5,10,37
Pedaliodes,0,1,1
Pediasia,0.5,7,11
Pelagodes,1,7,8
Pellicia,0,1,1
Pelochrista,0.6666666666666666,3,5
Pelochyta,0.3333333333333333,4,4
Pelochyta Arontes,0,3,2
Pelochyta Cinerea,0,1,1
Pelochyta Pallida,0,1,1
Pelopidas,0.7142857142857143,10,39
Pelurga,1,1,5
Pemba,1,1,4
Pempelia,0.46153846153846156,23,30
Pempelia?,0,1,1
Pempeliella,0,2,2
Penicillaria,0.6,11,17
Penicillifera,1,1,3
Penthema,1,1,4
Pentheochlora,0,1,1
Penthesilea,0,1,1
Penthocrates,0.42857142857142855,7,10
Penthostola,0,1,1
Pentila,0,15,12
Peplochora,0,1,1
Perasia,0,1,1
Peratophyga,0,1,1
Percnia,1,2,5
Perconia,0,2,2
Pereute,0.5,4,4
Perforadix,0,1,1
Pergesa,1,6,15
Perianthosuta,0,1,1
Peribatodes,1,8,9
Perichares,1,2,13
Periclepsis,1,2,5
Pericyma,0.4,21,30
Peridroma,0.5,52,115
Periga,0,1,1
Perigea,0.3333333333333333,3,4
Perigonia,1,3,8
Perigonica,1,1,3
Perigramma,0,1,1
Perigrapha,0.5,2,3
Perileucoptera,0,2,2
Perimede,1,5,6
Perinephela,1,2,4
Periphanes,1,1,3
Periphoba,0.6666666666666666,18,26
Periploca,0.23076923076923078,13,27
Periploca Atrata,0,2,1
Periploca Cata,0,1,1
Periploca Ceanothiella,0,12,1
Periploca Dentella,0,1,1
Periploca Funebris,0,1,1
Periploca Gleditschiaeella,0,2,1
Periploca Juniperi,0,1,1
Periploca Laeta,0,1,1
Periploca Mimula,0,1,1
Periploca Nigra,0,5,1
Periploca Orichalcella,0,1,1
Periploca Serrulata,0,1,1
Periploca Undescribed,0,1,1
Peripyra,1,2,2
Periscepta,0,1,1
Perisomena,1,3,9
Peristactis,0,1,1
Peritropha,0,1,1
Perittia,0.16666666666666666,6,7
Perixera,0,3,3
Perizoma,0.5882352941176471,29,41
Pernattia,0,1,1
Pero,0.7,27,50
Peronea,0,1,1
Perrhybris,1,2,2
Persectania,0.8,12,15
Persicoptila,0,2,2
Perthida,0.2,5,18
Perula,0,1,1
Petasobathra,1,2,2
Petelia,0.5,2,6
Petovia,1,5,6
Petrelaea,0,1,1
Petrochroa,0,1,1
Petrophora,0,2,2
Petrova,0.625,16,29
Peucoteles,1,1,2
Pexicopia,1,1,3
Pezetaera,0,1,1
Phaecadophora,0,1,1
Phaecasiophora,0.5,4,4
Phaedropsis,0,1,1
Phaedyma,1,5,9
Phaeoses,1,2,3
Phaeostrymon,0,1,1
Phaiogramma,0,1,1
Phalacra,1,2,7
Phalacropterix,1,4,7
Phalaenoides,1,8,12
Phalaenophana,0,2,1
Phalaenostola,0.5,8,7
Phalanta,0.75,20,50
Phalga,0,1,1
Phallaria,1,2,2
Phalonidia,0.6666666666666666,13,30
Phanerothyris,1,1,2
Phaneta,0.2,21,25
Phanus,0,1,1
Pharambara,0,2,2
Phareas,1,1,3
Pharmacis,1,3,3
Phasicnecus,0,2,2
Phasis,0.75,5,8
Phassus,0.5,3,3
Phauda,0.6666666666666666,5,6
Phaulernis,1,3,8
Phazaca,0.3333333333333333,4,14
Phazaca Alikangensis?,0,1,1
Phazaca Latifasciata,0,2,1
Phazaca Sp.,0,12,2
Phenacodes,0,1,1
Phengaris,1,4,6
Phepsalostoma,0,1,1
Phepsalostoma Electracma,0,1,1
Phereoeca,0,4,3
Pherne,0,1,1
Phiala,0.3333333333333333,9,10
Phiaris,0,4,3
Phibalapteryx,0,1,1
Phidotricha,0.25,12,13
Phigalia,0.6666666666666666,35,70
Phigaliohybernia,0,1,1
Philaethria,1,2,10
Philedia,1,2,2
Philedone,1,11,11
Philedonides,1,9,13
Philereme,0,1,1
Philiris,0,14,14
Philodema,0,1,1
Philodoria,0.23076923076923078,28,38
Philonome,1,2,2
Philotes,1,1,4
Philotherma,0.75,13,15
Philotiella,1,1,5
Philtraea,0,2,2
Philudoria,1,1,3
Phlebodes,0,1,1
Phlebozemia,0,1,1
Phloeocecis,0,1,1
Phlogochroa?,0,1,1
Phlogophora,0.75,31,47
Phlossa,1,3,3
Phlyaria,0.5,3,3
Phlyctaenia,0.8,10,14
Phoberia,1,1,2
Phobetron,1,27,46
Phocides,0.3333333333333333,3,11
Phocoderma,1,7,9
Phodoryctis,0.5,9,28
Phoebis,0.7,24,63
Pholisora,1,6,16
Pholodes,0.5,11,14
Phorma,1,2,4
Phosphila,1,5,5
Phostria,0.3333333333333333,7,8
Photedes,0.5,11,14
Photoscotosia,0,2,2
Phragmataecia,0.4,11,19
Phragmatiphila,1,4,6
Phricanthes,0.6666666666666666,3,5
Phrissogonus,1,4,5
Phrixolepia,1,1,3
Phrodita,0,1,1
Phrudocentra,0.5,3,5
Phryganostola,1,1,3
Phrygionis,0,1,1
Phryxus,1,2,2
Phtheochroa,0.4444444444444444,23,29
Phthinostoma,0,1,1
Phthonandria,0,1,1
Phthonoloba,0,1,1
Phthonosema,1,20,28
Phthorimaea,1,6,35
Phthoropoea,0.75,12,13
Phyciodes,0.5555555555555556,9,36
Phycita,0.4117647058823529,26,29
Phycita?,0,1,1
Phycitodes,0.3333333333333333,6,9
Phyle,0,1,1
Phyllalia,0,3,3
Phyllobrostis,0,3,3
Phyllocnistis,0.3333333333333333,69,117
Phyllodes,0,3,3
Phyllodesma,0.8,20,50
Phyllonorycter,0.44884488448844884,343,626
Phyllophila,0,2,2
Phylloporia,0,1,1
Phyllosphingia,0,1,1
Phylloxiphia,0,1,1
Phymatopus,0.75,9,10
Phyprosopus,0,1,1
Physcaeneura,0,3,3
Physoptila,0,2,2
Phystis,1,1,3
Phytometra,1,1,2
Picrogama,0,1,1
Picrostomastis,0,3,3
Piercea,1,6,9
Piercia,0,1,1
Pierella,0.3333333333333333,5,5
Pieris,0.7692307692307693,34,176
Piesmopoda,1,1,2
Piestoceros,0,1,1
Pigiopsis,0,1,1
Piletocera,0.4,6,8
Pilipectus,0,1,1
Pilocrocis,0.5,9,11
Pima,0.5,4,8
Pimelephila,1,1,2
Pinacopteryx,1,1,4
Pinara,0,4,4
Pingasa,0.4444444444444444,30,41
Piniphila,1,1,5
Pinzulenza,1,4,4
Pionea,1,2,2
Pirdana,0.5,4,4
Piruna,0,1,1
Pithauria,0,1,1
Pithecops,0.6666666666666666,6,9
Pityocona,0,1,1
Placidula,1,1,2
Plagiograpta,0,1,1
Plagiomimicus,0.25,4,5
Plagodis,0.8571428571428571,40,75
Planociampa,1,8,9
Planostocha,0.5,3,3
Planotortrix,0.4,18,22
Plastingia,0,1,1
Plataea,0,1,1
Platoeceticus,0,1,1
Platphalonidia,0.5,2,3
Platycerota,0,1,1
Platychasma,0,1,1
Platyedra,0.6666666666666666,5,10
Platyja,0,1,1
Platylesches,0,1,1
Platynota,0.75,88,124
Platypepla,0,1,1
Platyperigea,1,6,7
Platyphyllis,0,1,1
Platypolia,0,1,1
Platyprosterna,0,2,2
Platyptilia,0.36,26,48
Platysceptra,0.5,4,4
Platysenta,0,1,1
Platysphinx,0.6666666666666666,4,10
Platytes,1,3,4
Plautella,0,1,1
Plebejides,0,1,1
Plebejus,0.5,25,121
Plebicula,0,3,3
Plebulina,1,2,2
Plecoptera,0.375,9,15
Plecopterodes,1,1,2
Pleiomorpha,0,2,2
Plemyria,1,7,13
Pleromella,0,1,1
Pleromelloida,0.6666666666666666,3,6
Plesanemma,0,1,1
Plesiomorpha,1,1,4
Pleurona,1,2,3
Pleuroprucha,1,12,18
Pleuroptya,0.9,43,69
Plodia,1,22,35
Ploneta,0,1,1
Ploneta?,0,1,1
Plotheia,0.5,3,3
Plusia,0.6666666666666666,26,35
Plusidia,0,1,1
Plusiodonta,0.5,6,8
Plusiopalpa,1,3,4
Plutella,0.2222222222222222,20,45
Plutorectis,0,2,2
Poanes,0.5,7,22
Pococera,0.5454545454545454,42,69
Podiasa,0,1,1
Poecilasthena,1,1,4
Poecilmitis,0.7647058823529411,52,70
Poecilocampa,1,9,27
Poecilonola,0,1,1
Poecopa,1,1,5
Poeonoma,0,1,1
Poeta,0,1,1
Pogochaetia,1,1,2
Pogononeura,0,1,1
Poladryas,1,2,11
Polemograptis,0,2,2
Polia,0.6428571428571429,55,81
Poliana,1,1,4
Poliostola,0,1,1
Poliostola Pyralodes,0,1,1
Polites,0.8571428571428571,9,29
Pollanisus,0.3333333333333333,4,8
Poloma,1,2,2
Polychrosis,0,2,2
Polychrysia,0.6666666666666666,4,8
Polyctor,0,1,1
Polydesma,0.6666666666666666,6,10
Polygonia,0.9166666666666666,51,89
Polygonus,1,2,8
Polygrammate,1,2,2
Polygrammodes,0,4,4
Polyhymno,0.3333333333333333,8,8
Polylopha,1,3,4
Polymetis,0,1,1
Polymixinia,0,1,1
Polymixis,0.6,25,29
Polyniphes,0,1,1
Polyocha,0,1,1
Polyocha Depressella,0,2,1
Polyommatus,0.42857142857142855,10,18
Polyphaenis,1,3,3
Polyploca,0,1,1
Polypogon,1,2,3
Polyptychoides,1,2,4
Polyptychus,0.6,7,12
Polysoma,0,1,1
Polytela,1,9,11
Polytelodes,0,1,1
Polythlipta,0,2,2
Polythora,1,1,2
Polythrix,0.6666666666666666,7,16
Polythysana,1,7,9
Polytremis,0.6666666666666666,3,9
Polytremis Eltola,0,1,1
Polytremis Lubricans,0,5,1
Polytremis Pellucida,0,3,1
Polyura,0.7142857142857143,45,102
Pompeius,1,1,2
Pompelon,1,1,2
Ponometia,0,1,1
Pontia,1,16,110
Porela,0.4,5,10
Poritia,0,2,2
Porphyrinia,0,1,1
Porphyrogenes,0,2,2
Porphyrosela,0.7,11,35
Porrittia,0,1,1
Portentomorpha,0,1,1
Postplatyptilia,0,2,2
Potanthus,0.5,9,20
Povolnya,0,1,1
Praeacedes,0,1,1
Praepedaliodes,1,1,3
Praephilotes,0,1,1
Praesetora,1,9,10
Praezygaena,0,1,1
Pramadea,0,1,1
Prasinocyma,0.4,12,14
Prasinoxena,1,5,6
Pratapa,1,1,5
Praxis,0,1,1
Prays,0.4666666666666667,17,31
Prepona,0.6,9,12
Pringleophaga,0,1,1
Prionapteryx,0.5,2,4
Prionapteryx Invectalis,0,1,1
Prionapteryx Nebulifera,0,3,1
Prioneris,0.5,4,6
Prionoxystus,0.6666666666666666,14,21
Pristarthria,0,1,1
Pristerognatha,0,1,1
Prittwitzia,0,1,1
Probithia,0,1,1
Problema,0.5,2,3
Problepsis,0.3333333333333333,3,4
Probole,0.6666666666666666,18,42
Procalyptis,1,1,7
Procalyptis Parooptera,0,7,1
Procapperia,0,3,3
Prochalia,1,4,4
Prochoerodes,0.6666666666666666,19,36
Prochoreutis,1,3,6
Procitheronia,0,1,1
Procrica,1,2,2
Procris,0,2,2
Procymbopteryx,0,1,1
Prodotis,1,3,3
Prodoxus,0.2727272727272727,11,31
Proeulia,0.75,19,29
Progonia,0,1,1
Prohysterophora,0,1,1
Prolatoia,0.5,3,3
Proleucoptera,0.5,4,7
Prolimacodes,1,13,20
Prolita,0.5,5,6
Promylea,1,1,5
Proneca,1,1,2
Pronoctua,0,1,1
Pronomeuta,0,1,1
Pronomis,0,1,1
Prophantis,1,2,7
Propiromorpha,0,1,1
Prorodes,0,1,1
Proselena,0,2,2
Proserpinus,0.6666666666666666,7,17
Prosoeuzophera,1,3,6
Prosopalpus,0,1,1
Prosopandrophila,1,3,4
Prosotas,0.75,14,10
Prospalta,1,1,2
Prostomeus,1,1,2
Protalcis,0,1,1
Protambulyx,1,7,14
Protantigius,0,1,1
Proteides,1,2,9
Proteostrenia,1,1,6
Proteoteras,0.5714285714285714,13,21
Proterocosma,0,2,2
Proterospastis,1,3,3
Protexarnis,0,1,1
Prothoe,1,1,2
Protitame,1,4,8
Protoboarmia,0.6666666666666666,13,39
Protodeltote,0.3333333333333333,3,4
Protolampra,1,11,14
Protolithocolletis,0,1,1
Protorthodes,0.8333333333333334,22,24
Protoschinia,1,2,3
Protosteira,0,1,1
Protosynaema,0.5,3,3
Protrigonia,0,1,1
Protuliocnemis,0.3333333333333333,4,5
Proutia,0,1,1
Proutoscia,0,2,2
Proxenus,1,2,2
Pryeria,0,1,1
Psamathocrita,0,2,2
Psammotis,1,1,2
Psaphida,0.6666666666666666,8,12
Psara,0.7142857142857143,19,25
Psectraglaea,1,2,2
Pselaphelia,0.3333333333333333,4,6
Pselnophorus,1,3,5
Psephea,1,1,3
Pseudacraea,1,5,26
Pseudacroclita,1,1,2
Pseudalcis,1,2,2
Pseudaletia,1,28,79
Pseudalmenus,0,1,1
Pseudalypia,0,1,1
Pseudanapaea,0,1,1
Pseudanaphaeis,1,2,7
Pseudanarta,0,1,1
Pseudandriasa,0,1,1
Pseudantheraea,1,8,8
Pseudanthracia,1,2,2
Pseudaphelia,1,2,4
Pseudargyrotoza,1,1,3
Pseudasellodes,0,1,1
Pseudathyma,0,1,1
Pseudathyrma,0,3,3
Pseudautomeris,0.5714285714285714,16,17
Pseudelydna,1,1,4
Pseudepione,1,2,2
Pseuderannis,1,7,9
Pseuderesia,0,1,1
Pseudergolis,0.5,2,3
Pseuderosia,0,2,2
Pseudeulia,0,1,1
Pseudeustrotia,0.5,4,5
Pseudeva,0,1,1
Pseudexentera,0.46153846153846156,19,25
Pseudhemithea,0,1,1
Pseudimbrasia,1,8,6
Pseudina,0,1,1
Pseudoaricia,0,3,3
Pseudoborbo,1,3,6
Pseudobunaea,1,20,27
Pseudocabima,0,1,1
Pseudochazara,1,1,2
Pseudochelaria,0.25,4,5
Pseudoclanis,1,5,11
Pseudococcyx,1,1,3
Pseudocoladenia,1,2,2
Pseudocopaeodes,0,1,1
Pseudocopivaleria,0,1,1
Pseudocoremia,1,9,19
Pseudodipsas,0,8,2
Pseudodirphia,0.3333333333333333,6,8
Pseudogalleria,0,1,1
Pseudoglaea,1,8,10
Pseudohadena,0.5,2,3
Pseudohedya,0.5,2,4
Pseudohermenias,0,1,1
Pseudohermonassa,0.5,7,9
Pseudoips,1,7,16
Pseudojana,0,1,1
Pseudoleucania,0.6666666666666666,5,9
Pseudolucia,0,1,1
Pseudolycaena,0.3333333333333333,20,9
Pseudolyra,0,1,1
Pseudomaniola,0,1,1
Pseudomecia,0,1,1
Pseudometa,0.42857142857142855,13,15
Pseudometisa,0,1,1
Pseudonacaduba,1,2,2
Pseudoneptis,1,3,10
Pseudonirmides,1,1,2
Pseudonympha,0.6,7,9
Pseudopammene,0,1,1
Pseudopanthera,1,1,4
Pseudophilotes,0.14285714285714285,9,8
Pseudophyllodes,0,1,1
Pseudopieris,0,1,1
Pseudoplusia,1,20,47
Pseudopontia,1,2,2
Pseudorthodes,1,14,21
Pseudorthosia,1,2,2
Pseudosarbia,1,1,4
Pseudoscada,0,1,1
Pseudoschinia,1,1,2
Pseudosciaphila,0.6666666666666666,10,16
Pseudosphetta,0,1,1
Pseudosphinx,1,3,7
Pseudosterrha,1,1,2
Pseudoswammerdamia,1,1,2
Pseudotelphusa,0,10,10
Pseudotergumia,1,1,2
Pseudoterpna,1,1,3
Pseudothyatira,1,6,17
Pseudotomoides,0,1,1
Pseudoxyroptila,0.5,2,3
Pseudozizeeria,1,4,3
Psilalcis,1,2,2
Psilogramma,1,17,34
Psilopygida,1,2,2
Psimada,0,1,1
Psolos,0,1,1
Psomocolax,0.5,3,3
Psoricoptera,0.5,2,3
Psorosa,0,2,2
Psorosina,1,1,4
Psyche,0.625,27,35
Psychidea,0,1,1
Psychocampa,0,1,1
Psychoides,0.6666666666666666,5,6
Psychomorpha,1,2,3
Psychonoctua,1,7,8
Psychonotis,0,1,1
Psychophora,0,1,1
Psychromnestra,0,2,2
Psydrocerocops,0,1,1
Psyra,1,9,10
Ptelina,0,1,1
Pterapherapteryx,1,1,5
Pteridoporthis,0,1,1
Pterogonia,0,1,1
Pterogyne,1,3,3
Pterolocera,0.3333333333333333,4,4
Pteroma,0.8,34,58
Pteronycta,1,1,3
Pteronymia,0.5,8,17
Pterophorus,0.09523809523809523,22,24
Pterotaea,0,2,2
Pteroteinon,0,2,2
Pterotopteryx,0,1,1
Pterotosoma,0,1,1
Pteroxys,1,3,2
Ptichodis,0.5,2,3
Ptilomacra,0,1,1
Ptiloscola,0,1,1
Ptiloteina,0,1,1
Ptisciana,0,1,1
Ptocheuusa,0.25,5,7
Ptochophyle,0.3333333333333333,3,4
Ptochophyle?,0,1,1
Ptochostola,1,1,2
Ptycerata,0,1,1
Ptychandra,0,1,1
Ptycholoma,0.75,22,36
Ptycholomoides,1,2,4
Ptychopseustis,0.5,2,3
Ptyobathra,0,1,1
Ptyonocera,0,3,3
Ptyssoptera,0,6,6
Puerphorus,0,2,2
Pycnarmon,0.2,7,14
Pygmaena,0,1,1
Pygmaeomorpha,0,3,3
Pygospila,1,1,5
Pygospila Tyres,0,5,1
Pyla,0,1,1
Pylargosceles,0,1,1
Pyloetis,1,8,13
Pyralis,0.75,32,39
Pyrausta,0.5517241379310345,48,85
Pyrdalus,0,1,1
Pyreferra,0.5,7,9
Pyrgotis,1,4,7
Pyrgotis Plagiatana,0,7,4
Pyrgus,0.6666666666666666,15,79
Pyrinioides,0,1,1
Pyrisitia,1,1,3
Pyroderces,0.4857142857142857,101,142
Pyroderces?,1,2,2
Pyrois,1,5,5
Pyromorpha,1,2,3
Pyronia,1,3,13
Pyrosis,1,5,6
Pyrrhia,0.6,25,43
Pyrrhochalcia,1,2,2
Pyrrhogyra,0,3,3
Pyrrhopyge,0.4,15,19
Pyrrhopyge Amyclas,0,1,1
Pyrrhopyge Araxes,0,1,1
Pyrrhopyge Chalybea,0,1,1
Pyrrhopyge Charybdis,0,5,3
Pyrrhopyge Pelota,0,2,1
Pyrrhopyge Phidias,0,4,3
Pyrrhopyge Rhacia,0,1,1
Pyrrhopygopsis,1,1,4
Pythonides,0,2,2
Quadraforma,0,1,1
Quadrina,0,1,1
Quadrus,0.5,2,3
Quasithosea,1,5,8
Quedara,1,1,3
Quercusia,0.6666666666666666,3,15
Quinta,1,3,3
Rachiplusia,1,19,33
Racotis,1,6,10
Racotis Boarmiaria,0,3,1
Racotis Inconclusa,0,3,2
Racotis Petrosa,0,2,1
Racotis Squalida,0,4,2
Radara,1,2,3
Ragadia,1,1,2
Ramila,0,1,1
Ramobia,0,1,1
Ramphidium,1,1,2
Rapala,0.6923076923076923,71,72
Raparna,0,1,1
Raphia,0.25,5,13
Raphimetopus,1,2,4
Rathinda,1,8,6
Ravenna,1,1,6
Recurvaria,0.5833333333333334,17,43
Redectis,1,1,2
Rehimena,1,4,6
Rekoa,0,21,4
Rema,0,1,1
Remelana,1,8,7
Renia,0.14285714285714285,13,8
Reptilisocia,1,2,2
Retinia,1,4,21
Rhabdophera,1,1,2
Rhadinastis,0,2,2
Rhadinopasa,1,2,2
Rhaesena,1,1,3
Rhagades,1,2,4
Rhagastis,0.75,8,9
Rhagea,0,2,2
Rhamphura,0,2,2
Rhanidophora,0.5714285714285714,8,13
Rhectocraspeda,1,8,17
Rhesala,0.5714285714285714,11,25
Rhesala?,0,1,1
Rhesalides,0,1,1
Rhescyntis,0.5,3,4
Rheumaptera,1,25,56
Rhigognostis,0.5,4,8
Rhinobombyx,0,1,1
Rhinopalpa,1,2,3
Rhinoprora,0,2,1
Rhinthon,0,1,1
Rhizedra,0,1,1
Rhodesia,0,2,2
Rhodinia,1,16,22
Rhodochrysa,0,1,1
Rhodocosmaria,0.5,4,5
Rhododactyla,0,1,1
Rhodoecia,1,2,8
Rhodometra,0.5,5,9
Rhodoneura,0.4444444444444444,11,17
Rhodophaea,0,12,12
Rhodophaga,1,1,2
Rhodophthitus,0,1,1
Rhodoprasina,0,1,1
Rhodostrophia,1,2,2
Rhombocentra,0,1,1
Rhombophylla,1,1,2
Rhomborista,1,1,2
Rhopalovalva,0.3333333333333333,4,4
Rhopobota,0.7,26,48
Rhoptria,0,1,1
Rhyacia,0.2,6,7
Rhyacionia,0.35294117647058826,34,75
Rhynchaglaea,1,1,4
Rhynchephestia,0,1,1
Rhynchina,1,1,2
Rhynchobapta,1,2,3
Rhynchodontodes,0,2,2
Rhynchodontodes?,0,1,1
Ribua,0.3333333333333333,4,5
Richia,0.5,5,7
Rictonis,0.5,4,4
Ricula,0,1,1
Ridiaschina,0,1,1
Rifseria,1,1,2
Rikiosatoa,0,1,1
Rileyiana,0,1,1
Risoba,0.5714285714285714,15,21
Rivula,0.2222222222222222,9,12
Rivula?,0,1,1
Roeslerstammia,1,2,3
Rohana,0,1,1
Rohaniella,0,1,1
Rolepa,0,1,1
Rondotia,0,1,1
Rostrolaetilia,1,1,2
Rothschildia,0.7222222222222222,111,167
Rotruda,1,1,5
Rougeotiana,0,1,1
Rufoclanis,0,1,1
Rumatha,0,2,2
Rusina,1,4,6
Russograptis,0,1,1
Saalmuellerana,0,1,1
Sabalia,0,1,1
Sabalia Jacksoni,0,1,1
Sabaria,0.5,2,4
Sabatinca,0,2,2
Sabra,1,4,5
Sabulodes,0.375,37,45
Sacada,0.4,6,7
Sacadodes,1,1,2
Saccharophagos,0,1,1
Sagenosoma,0,1,1
Salamis,0.8,6,17
Salanoemia,0,1,1
Salassa,0,1,1
Salassa Iris,0,1,1
Salatis,1,2,3
Salbia,0.5,2,3
Salebria,0.5,10,13
Salebria?,1,2,2
Salebriaria,0,1,1
Salebriopsis,1,2,2
Salebriopsis Albicilla,0,3,2
Saliana,0,2,2
Saliciphaga,1,2,5
Saliunca,0.3333333333333333,3,4
Saliuncella,0,1,1
Sallya,0.4444444444444444,11,18
Salma,0.2,18,21
Saluria,1,1,3
Samea,0,2,2
Sameodes,0.5,4,4
Samia,1,63,104
Sandava,0,1,1
Sandia,1,1,2
Saphenista,0.25,5,5
Sarangesa,0.6666666666666666,3,5
Sarasota,0,1,1
Sarbanissa,0.8,8,14
Sarbena,1,1,3
Sarbena Lignifera,0,4,1
Sarcinodes,0,1,1
Sarcopolia,1,3,4
Saridoscelis,1,1,3
Sarisa,1,2,2
Sarmatia,0,1,1
Sarmientoia,0,1,1
Sarothroceras,0,1,1
Sasakia,1,1,2
Sasunaga,1,1,2
Satarupa,0.5,2,3
Sataspes,0.6666666666666666,5,6
Satole,0,1,1
Satronia,1,1,2
Saturnia,0.7272727272727273,100,188
Saturnia Albofasciata,0,12,3
Saturnia Anona,0,9,5
Saturnia Atlantica,0,8,4
Saturnia Cephalariae,0,1,1
Saturnia Galbina,0,11,8
Saturnia Homogena,0,6,3
Saturnia Huttoni,0,3,3
Saturnia Japonica,0,5,4
Saturnia Jonasi,0,1,1
Saturnia Lindia,0,12,7
Saturnia Mendocino,0,18,4
Saturnia Pavonia,0,60,18
Saturnia Pelora,0,1,1
Saturnia Pyri,0,30,14
Saturnia Spini,0,13,6
Saturnia Thibeta,0,4,4
Saturnia Walterorum,0,11,4
Saturnia Zuleika,0,2,2
Satyrium,0.6153846153846154,83,163
Satyrium Abdominalis,0,3,3
Satyrium Acaciae,0,1,1
Satyrium Acadicum,0,6,1
Satyrium Auretorum,0,4,1
Satyrium Austrinus,0,1,1
Satyrium Behrii,0,6,2
Satyrium Calanus,0,27,5
Satyrium Californicum,0,11,4
Satyrium Caryaevorum,0,10,4
Satyrium Davidi,0,3,2
Satyrium Edwardsii,0,9,4
Satyrium Esculi,0,1,1
Satyrium Eximia,0,4,1
Satyrium Formosana,0,2,1
Satyrium Fuliginosum,0,6,1
Satyrium Hyrcanicum,0,1,1
Satyrium Ilicis,0,2,2
Satyrium Inouei,0,1,1
Satyrium Iyonis,0,2,1
Satyrium Jebelia,0,1,1
Satyrium Kingi,0,4,3
Satyrium Liparops,0,35,10
Satyrium Marcidus,0,1,1
Satyrium Mera,0,3,1
Satyrium Myrtale,0,2,2
Satyrium Ornata,0,2,1
Satyrium Percomis,0,2,1
Satyrium Pruni,0,3,1
Satyrium Prunoides,0,3,1
Satyrium Rhymnus,0,2,2
Satyrium Saepium,0,10,3
Satyrium Sassanides,0,1,1
Satyrium Sinensis,0,1,1
Satyrium Spini,0,2,2
Satyrium Sylvinum,0,4,1
Satyrium Tengstroemi,0,1,1
Satyrium Tetra,0,4,2
Satyrium V-Album,0,1,1
Satyrium W-Album,0,19,10
Satyrodes,1,2,6
Satyrus,0.6666666666666666,3,10
Saucrobotys,1,2,2
Sauris,0.2,12,13
Savara,1,3,4
Savoca,0,1,1
Scada,0,1,1
Scaeosopha,0,1,1
Scalmatica,0.5,3,3
Scardamia,0,1,1
Sceliodes,1,2,9
Scelorthus,1,1,3
Schausiella,0,1,1
Schausinna,0.5,6,8
Schedocercops,0,1,1
Schinia,0.46153846153846156,80,143
Schistonoea,0,1,1
Schneidereria,0,3,3
Schoenobius,1,1,2
Schrankia,0.75,9,9
Schreckensteinia,0.6666666666666666,3,7
Scioglyptis,0,1,1
Sciomesa,1,1,3
Scionomia,0,2,2
Sciota,0.75,4,7
Scirpophaga,0.5454545454545454,14,34
Sclerobia,1,1,3
Sclerocecis,0,1,1
Sclerocona,0,1,1
Sclerogenia,1,2,2
Sclerophantis,0,1,1
Scobura,0,1,1
Scodes,1,1,2
Scodionyx,0,1,1
Scolecocampa,1,5,5
Scoliopteryx,1,8,30
Scolitantides,0.3333333333333333,3,7
